Data,Ano,Mes,MesNome,AnoCompleto,Emplacamento,Exportacao,Producao
2021-01-01,2021,1,JAN,True,7538.0,1370.0,8805.0
2021-02-01,2021,2,FEV,True,7781.0,1958.0,11805.0
2021-03-01,2021,3,MAR,True,10759.0,1951.0,12472.0
2021-04-01,2021,4,ABR,True,9786.0,1887.0,13093.0
2021-05-01,2021,5,MAI,True,11498.0,1797.0,13908.0
2021-06-01,2021,6,JUN,True,11371.0,1768.0,14639.0
2021-07-01,2021,7,JUL,True,11974.0,1884.0,14801.0
2021-08-01,2021,8,AGO,True,12947.0,2068.0,14963.0
2021-09-01,2021,9,SET,True,11627.0,1976.0,13816.0
2021-10-01,2021,10,OUT,True,11048.0,2305.0,13733.0
2021-11-01,2021,11,NOV,True,10473.0,1800.0,14380.0
2021-12-01,2021,12,DEZ,True,11887.0,1935.0,12395.0
2022-01-01,2022,1,JAN,True,8706.0,1181.0,9463.0
2022-02-01,2022,2,FEV,True,8092.0,1455.0,11389.0
2022-03-01,2022,3,MAR,True,10056.0,2049.0,13531.0
2022-04-01,2022,4,ABR,True,9384.0,1986.0,10072.0
2022-05-01,2022,5,MAI,True,10396.0,2263.0,13947.0
2022-06-01,2022,6,JUN,True,10978.0,2204.0,13370.0
2022-07-01,2022,7,JUL,True,11555.0,2017.0,12724.0
2022-08-01,2022,8,AGO,True,12502.0,2335.0,17223.0
2022-09-01,2022,9,SET,True,11503.0,2487.0,14956.0
2022-10-01,2022,10,OUT,True,10797.0,3000.0,15582.0
2022-11-01,2022,11,NOV,True,10209.0,2466.0,15121.0
2022-12-01,2022,12,DEZ,True,12476.0,1815.0,14614.0
2023-01-01,2023,1,JAN,True,10457.0,1026.0,4049.0
2023-02-01,2023,2,FEV,True,8108.0,1650.0,8123.0
2023-03-01,2023,3,MAR,True,10051.0,1792.0,12325.0
2023-04-01,2023,4,ABR,True,7824.0,1001.0,7255.0
2023-05-01,2023,5,MAI,True,8223.0,1304.0,8392.0
2023-06-01,2023,6,JUN,True,7886.0,1389.0,7029.0
2023-07-01,2023,7,JUL,True,8369.0,1352.0,6749.0
2023-08-01,2023,8,AGO,True,9312.0,1434.0,9623.0
2023-09-01,2023,9,SET,True,8771.0,1519.0,8220.0
2023-10-01,2023,10,OUT,True,9413.0,1839.0,10478.0
2023-11-01,2023,11,NOV,True,9220.0,1555.0,10030.0
2023-12-01,2023,12,DEZ,True,10326.0,1085.0,8262.0
2024-01-01,2024,1,JAN,True,8207.0,625.0,7941.0
2024-02-01,2024,2,FEV,True,8330.0,1329.0,10162.0
2024-03-01,2024,3,MAR,True,9880.0,1368.0,11224.0
2024-04-01,2024,4,ABR,True,10754.0,1188.0,11656.0
2024-05-01,2024,5,MAI,True,9538.0,1288.0,11172.0
2024-06-01,2024,6,JUN,True,9978.0,1242.0,12236.0
2024-07-01,2024,7,JUL,True,11346.0,1496.0,11909.0
2024-08-01,2024,8,AGO,True,11526.0,1471.0,13101.0
2024-09-01,2024,9,SET,True,11456.0,1709.0,13210.0
2024-10-01,2024,10,OUT,True,12217.0,2148.0,14792.0
2024-11-01,2024,11,NOV,True,10169.0,1960.0,13170.0
2024-12-01,2024,12,DEZ,True,11447.0,2066.0,10679.0
2025-01-01,2025,1,JAN,True,9410.0,1019.0,8041.0
2025-02-01,2025,2,FEV,True,8967.0,2308.0,11970.0
2025-03-01,2025,3,MAR,True,9372.0,2620.0,11720.0
2025-04-01,2025,4,ABR,True,9343.0,2141.0,11020.0
2025-05-01,2025,5,MAI,True,9147.0,2831.0,12327.0
2025-06-01,2025,6,JUN,True,8507.0,2525.0,11293.0
2025-07-01,2025,7,JUL,True,10591.0,2759.0,12058.0
2025-08-01,2025,8,AGO,True,8915.0,2767.0,10096.0
2025-09-01,2025,9,SET,True,9797.0,2669.0,10107.0
2025-10-01,2025,10,OUT,True,10665.0,2345.0,10160.0
2025-11-01,2025,11,NOV,True,8916.0,2132.0,9601.0
2025-12-01,2025,12,DEZ,True,9849.0,868.0,5723.0
2026-01-01,2026,1,JAN,False,6484.0,1106.0,6813.0
2026-02-01,2026,2,FEV,False,6687.0,1169.0,7797.0
2026-03-01,2026,3,MAR,False,8825.0,2290.0,11133.0
2026-04-01,2026,4,ABR,False,8826.0,2088.0,9673.0
2026-05-01,2026,5,MAI,False,8420.0,2081.0,10488.0
2026-06-01,2026,6,JUN,False,9755.0,1932.0,10894.0
2026-07-01,2026,7,JUL,False,11645.0,2114.0,12109.0
2026-08-01,2026,8,AGO,False,10008.0,2197.0,11773.0
