Data,Ano,Mes,MesNome,Metrica,Valor,AnoCompleto
1957-01-01,1957,1,JAN,Emplacamento,1037,True
1957-02-01,1957,2,FEV,Emplacamento,1262,True
1957-03-01,1957,3,MAR,Emplacamento,1706,True
1957-04-01,1957,4,ABR,Emplacamento,1525,True
1957-05-01,1957,5,MAI,Emplacamento,1698,True
1957-06-01,1957,6,JUN,Emplacamento,1659,True
1957-07-01,1957,7,JUL,Emplacamento,1589,True
1957-08-01,1957,8,AGO,Emplacamento,1810,True
1957-09-01,1957,9,SET,Emplacamento,1314,True
1957-10-01,1957,10,OUT,Emplacamento,1176,True
1957-11-01,1957,11,NOV,Emplacamento,1097,True
1957-12-01,1957,12,DEZ,Emplacamento,2190,True
1958-01-01,1958,1,JAN,Emplacamento,1587,True
1958-02-01,1958,2,FEV,Emplacamento,1715,True
1958-03-01,1958,3,MAR,Emplacamento,2783,True
1958-04-01,1958,4,ABR,Emplacamento,2355,True
1958-05-01,1958,5,MAI,Emplacamento,2537,True
1958-06-01,1958,6,JUN,Emplacamento,2821,True
1958-07-01,1958,7,JUL,Emplacamento,2565,True
1958-08-01,1958,8,AGO,Emplacamento,2664,True
1958-09-01,1958,9,SET,Emplacamento,1974,True
1958-10-01,1958,10,OUT,Emplacamento,1839,True
1958-11-01,1958,11,NOV,Emplacamento,1497,True
1958-12-01,1958,12,DEZ,Emplacamento,3047,True
1959-01-01,1959,1,JAN,Emplacamento,2222,True
1959-02-01,1959,2,FEV,Emplacamento,2436,True
1959-03-01,1959,3,MAR,Emplacamento,3565,True
1959-04-01,1959,4,ABR,Emplacamento,3106,True
1959-05-01,1959,5,MAI,Emplacamento,3522,True
1959-06-01,1959,6,JUN,Emplacamento,3967,True
1959-07-01,1959,7,JUL,Emplacamento,3562,True
1959-08-01,1959,8,AGO,Emplacamento,3508,True
1959-09-01,1959,9,SET,Emplacamento,2744,True
1959-10-01,1959,10,OUT,Emplacamento,2556,True
1959-11-01,1959,11,NOV,Emplacamento,1901,True
1959-12-01,1959,12,DEZ,Emplacamento,4122,True
1960-01-01,1960,1,JAN,Emplacamento,2313,True
1960-02-01,1960,2,FEV,Emplacamento,2598,True
1960-03-01,1960,3,MAR,Emplacamento,3612,True
1960-04-01,1960,4,ABR,Emplacamento,3186,True
1960-05-01,1960,5,MAI,Emplacamento,3681,True
1960-06-01,1960,6,JUN,Emplacamento,3905,True
1960-07-01,1960,7,JUL,Emplacamento,3575,True
1960-08-01,1960,8,AGO,Emplacamento,3521,True
1960-09-01,1960,9,SET,Emplacamento,2822,True
1960-10-01,1960,10,OUT,Emplacamento,2612,True
1960-11-01,1960,11,NOV,Emplacamento,1934,True
1960-12-01,1960,12,DEZ,Emplacamento,4294,True
1961-01-01,1961,1,JAN,Emplacamento,1563,True
1961-02-01,1961,2,FEV,Emplacamento,1814,True
1961-03-01,1961,3,MAR,Emplacamento,2474,True
1961-04-01,1961,4,ABR,Emplacamento,2248,True
1961-05-01,1961,5,MAI,Emplacamento,2516,True
1961-06-01,1961,6,JUN,Emplacamento,2742,True
1961-07-01,1961,7,JUL,Emplacamento,2465,True
1961-08-01,1961,8,AGO,Emplacamento,2463,True
1961-09-01,1961,9,SET,Emplacamento,1964,True
1961-10-01,1961,10,OUT,Emplacamento,1799,True
1961-11-01,1961,11,NOV,Emplacamento,1309,True
1961-12-01,1961,12,DEZ,Emplacamento,2932,True
1962-01-01,1962,1,JAN,Emplacamento,2137,True
1962-02-01,1962,2,FEV,Emplacamento,2529,True
1962-03-01,1962,3,MAR,Emplacamento,3378,True
1962-04-01,1962,4,ABR,Emplacamento,3127,True
1962-05-01,1962,5,MAI,Emplacamento,3469,True
1962-06-01,1962,6,JUN,Emplacamento,3800,True
1962-07-01,1962,7,JUL,Emplacamento,3379,True
1962-08-01,1962,8,AGO,Emplacamento,3353,True
1962-09-01,1962,9,SET,Emplacamento,2730,True
1962-10-01,1962,10,OUT,Emplacamento,2516,True
1962-11-01,1962,11,NOV,Emplacamento,1790,True
1962-12-01,1962,12,DEZ,Emplacamento,3986,True
1963-01-01,1963,1,JAN,Emplacamento,1213,True
1963-02-01,1963,2,FEV,Emplacamento,1585,True
1963-03-01,1963,3,MAR,Emplacamento,1894,True
1963-04-01,1963,4,ABR,Emplacamento,1889,True
1963-05-01,1963,5,MAI,Emplacamento,2107,True
1963-06-01,1963,6,JUN,Emplacamento,2122,True
1963-07-01,1963,7,JUL,Emplacamento,1930,True
1963-08-01,1963,8,AGO,Emplacamento,2037,True
1963-09-01,1963,9,SET,Emplacamento,1654,True
1963-10-01,1963,10,OUT,Emplacamento,1496,True
1963-11-01,1963,11,NOV,Emplacamento,1203,True
1963-12-01,1963,12,DEZ,Emplacamento,2406,True
1964-01-01,1964,1,JAN,Emplacamento,1254,True
1964-02-01,1964,2,FEV,Emplacamento,1458,True
1964-03-01,1964,3,MAR,Emplacamento,2009,True
1964-04-01,1964,4,ABR,Emplacamento,1839,True
1964-05-01,1964,5,MAI,Emplacamento,2037,True
1964-06-01,1964,6,JUN,Emplacamento,2198,True
1964-07-01,1964,7,JUL,Emplacamento,1965,True
1964-08-01,1964,8,AGO,Emplacamento,1961,True
1964-09-01,1964,9,SET,Emplacamento,1586,True
1964-10-01,1964,10,OUT,Emplacamento,1471,True
1964-11-01,1964,11,NOV,Emplacamento,1076,True
1964-12-01,1964,12,DEZ,Emplacamento,2320,True
1965-01-01,1965,1,JAN,Emplacamento,1269,True
1965-02-01,1965,2,FEV,Emplacamento,1613,True
1965-03-01,1965,3,MAR,Emplacamento,1997,True
1965-04-01,1965,4,ABR,Emplacamento,1926,True
1965-05-01,1965,5,MAI,Emplacamento,2179,True
1965-06-01,1965,6,JUN,Emplacamento,2202,True
1965-07-01,1965,7,JUL,Emplacamento,2047,True
1965-08-01,1965,8,AGO,Emplacamento,2136,True
1965-09-01,1965,9,SET,Emplacamento,1749,True
1965-10-01,1965,10,OUT,Emplacamento,1586,True
1965-11-01,1965,11,NOV,Emplacamento,1242,True
1965-12-01,1965,12,DEZ,Emplacamento,2505,True
1966-01-01,1966,1,JAN,Emplacamento,1734,True
1966-02-01,1966,2,FEV,Emplacamento,2175,True
1966-03-01,1966,3,MAR,Emplacamento,2645,True
1966-04-01,1966,4,ABR,Emplacamento,2533,True
1966-05-01,1966,5,MAI,Emplacamento,2921,True
1966-06-01,1966,6,JUN,Emplacamento,2951,True
1966-07-01,1966,7,JUL,Emplacamento,2789,True
1966-08-01,1966,8,AGO,Emplacamento,2963,True
1966-09-01,1966,9,SET,Emplacamento,2413,True
1966-10-01,1966,10,OUT,Emplacamento,2219,True
1966-11-01,1966,11,NOV,Emplacamento,1780,True
1966-12-01,1966,12,DEZ,Emplacamento,3424,True
1967-01-01,1967,1,JAN,Emplacamento,1300,True
1967-02-01,1967,2,FEV,Emplacamento,1205,True
1967-03-01,1967,3,MAR,Emplacamento,1994,True
1967-04-01,1967,4,ABR,Emplacamento,1415,True
1967-05-01,1967,5,MAI,Emplacamento,2203,True
1967-06-01,1967,6,JUN,Emplacamento,2879,True
1967-07-01,1967,7,JUL,Emplacamento,2658,True
1967-08-01,1967,8,AGO,Emplacamento,2660,True
1967-09-01,1967,9,SET,Emplacamento,2668,True
1967-10-01,1967,10,OUT,Emplacamento,2769,True
1967-11-01,1967,11,NOV,Emplacamento,2785,True
1967-12-01,1967,12,DEZ,Emplacamento,3073,True
1968-01-01,1968,1,JAN,Emplacamento,2299,True
1968-02-01,1968,2,FEV,Emplacamento,2448,True
1968-03-01,1968,3,MAR,Emplacamento,3161,True
1968-04-01,1968,4,ABR,Emplacamento,3219,True
1968-05-01,1968,5,MAI,Emplacamento,3448,True
1968-06-01,1968,6,JUN,Emplacamento,3719,True
1968-07-01,1968,7,JUL,Emplacamento,3609,True
1968-08-01,1968,8,AGO,Emplacamento,3823,True
1968-09-01,1968,9,SET,Emplacamento,3534,True
1968-10-01,1968,10,OUT,Emplacamento,3664,True
1968-11-01,1968,11,NOV,Emplacamento,3340,True
1968-12-01,1968,12,DEZ,Emplacamento,4194,True
1969-01-01,1969,1,JAN,Emplacamento,3010,True
1969-02-01,1969,2,FEV,Emplacamento,2986,True
1969-03-01,1969,3,MAR,Emplacamento,3192,True
1969-04-01,1969,4,ABR,Emplacamento,3606,True
1969-05-01,1969,5,MAI,Emplacamento,3598,True
1969-06-01,1969,6,JUN,Emplacamento,3426,True
1969-07-01,1969,7,JUL,Emplacamento,3537,True
1969-08-01,1969,8,AGO,Emplacamento,3939,True
1969-09-01,1969,9,SET,Emplacamento,2704,True
1969-10-01,1969,10,OUT,Emplacamento,3131,True
1969-11-01,1969,11,NOV,Emplacamento,2972,True
1969-12-01,1969,12,DEZ,Emplacamento,3332,True
1970-01-01,1970,1,JAN,Emplacamento,2270,True
1970-02-01,1970,2,FEV,Emplacamento,2269,True
1970-03-01,1970,3,MAR,Emplacamento,2692,True
1970-04-01,1970,4,ABR,Emplacamento,3518,True
1970-05-01,1970,5,MAI,Emplacamento,3418,True
1970-06-01,1970,6,JUN,Emplacamento,3328,True
1970-07-01,1970,7,JUL,Emplacamento,3146,True
1970-08-01,1970,8,AGO,Emplacamento,3449,True
1970-09-01,1970,9,SET,Emplacamento,3594,True
1970-10-01,1970,10,OUT,Emplacamento,3621,True
1970-11-01,1970,11,NOV,Emplacamento,3550,True
1970-12-01,1970,12,DEZ,Emplacamento,3312,True
1971-01-01,1971,1,JAN,Emplacamento,2931,True
1971-02-01,1971,2,FEV,Emplacamento,2668,True
1971-03-01,1971,3,MAR,Emplacamento,3281,True
1971-04-01,1971,4,ABR,Emplacamento,2839,True
1971-05-01,1971,5,MAI,Emplacamento,3344,True
1971-06-01,1971,6,JUN,Emplacamento,3295,True
1971-07-01,1971,7,JUL,Emplacamento,2916,True
1971-08-01,1971,8,AGO,Emplacamento,3044,True
1971-09-01,1971,9,SET,Emplacamento,3427,True
1971-10-01,1971,10,OUT,Emplacamento,3713,True
1971-11-01,1971,11,NOV,Emplacamento,3154,True
1971-12-01,1971,12,DEZ,Emplacamento,3031,True
1972-01-01,1972,1,JAN,Emplacamento,3616,True
1972-02-01,1972,2,FEV,Emplacamento,3110,True
1972-03-01,1972,3,MAR,Emplacamento,3776,True
1972-04-01,1972,4,ABR,Emplacamento,3635,True
1972-05-01,1972,5,MAI,Emplacamento,4488,True
1972-06-01,1972,6,JUN,Emplacamento,4591,True
1972-07-01,1972,7,JUL,Emplacamento,4216,True
1972-08-01,1972,8,AGO,Emplacamento,4659,True
1972-09-01,1972,9,SET,Emplacamento,4488,True
1972-10-01,1972,10,OUT,Emplacamento,4779,True
1972-11-01,1972,11,NOV,Emplacamento,4465,True
1972-12-01,1972,12,DEZ,Emplacamento,4519,True
1973-01-01,1973,1,JAN,Emplacamento,4789,True
1973-02-01,1973,2,FEV,Emplacamento,4711,True
1973-03-01,1973,3,MAR,Emplacamento,4843,True
1973-04-01,1973,4,ABR,Emplacamento,5113,True
1973-05-01,1973,5,MAI,Emplacamento,5490,True
1973-06-01,1973,6,JUN,Emplacamento,5363,True
1973-07-01,1973,7,JUL,Emplacamento,5614,True
1973-08-01,1973,8,AGO,Emplacamento,5816,True
1973-09-01,1973,9,SET,Emplacamento,5307,True
1973-10-01,1973,10,OUT,Emplacamento,6120,True
1973-11-01,1973,11,NOV,Emplacamento,5891,True
1973-12-01,1973,12,DEZ,Emplacamento,5761,True
1974-01-01,1974,1,JAN,Emplacamento,4531,True
1974-02-01,1974,2,FEV,Emplacamento,4443,True
1974-03-01,1974,3,MAR,Emplacamento,6279,True
1974-04-01,1974,4,ABR,Emplacamento,5530,True
1974-05-01,1974,5,MAI,Emplacamento,6092,True
1974-06-01,1974,6,JUN,Emplacamento,6100,True
1974-07-01,1974,7,JUL,Emplacamento,6510,True
1974-08-01,1974,8,AGO,Emplacamento,6591,True
1974-09-01,1974,9,SET,Emplacamento,6102,True
1974-10-01,1974,10,OUT,Emplacamento,7682,True
1974-11-01,1974,11,NOV,Emplacamento,6526,True
1974-12-01,1974,12,DEZ,Emplacamento,5047,True
1975-01-01,1975,1,JAN,Emplacamento,5209,True
1975-02-01,1975,2,FEV,Emplacamento,5254,True
1975-03-01,1975,3,MAR,Emplacamento,6116,True
1975-04-01,1975,4,ABR,Emplacamento,6208,True
1975-05-01,1975,5,MAI,Emplacamento,5695,True
1975-06-01,1975,6,JUN,Emplacamento,6456,True
1975-07-01,1975,7,JUL,Emplacamento,6587,True
1975-08-01,1975,8,AGO,Emplacamento,5821,True
1975-09-01,1975,9,SET,Emplacamento,6608,True
1975-10-01,1975,10,OUT,Emplacamento,6452,True
1975-11-01,1975,11,NOV,Emplacamento,5271,True
1975-12-01,1975,12,DEZ,Emplacamento,4224,True
1976-01-01,1976,1,JAN,Emplacamento,5065,True
1976-02-01,1976,2,FEV,Emplacamento,4936,True
1976-03-01,1976,3,MAR,Emplacamento,6182,True
1976-04-01,1976,4,ABR,Emplacamento,5128,True
1976-05-01,1976,5,MAI,Emplacamento,6069,True
1976-06-01,1976,6,JUN,Emplacamento,6070,True
1976-07-01,1976,7,JUL,Emplacamento,6489,True
1976-08-01,1976,8,AGO,Emplacamento,6744,True
1976-09-01,1976,9,SET,Emplacamento,7697,True
1976-10-01,1976,10,OUT,Emplacamento,7205,True
1976-11-01,1976,11,NOV,Emplacamento,5909,True
1976-12-01,1976,12,DEZ,Emplacamento,7477,True
1977-01-01,1977,1,JAN,Emplacamento,6348,True
1977-02-01,1977,2,FEV,Emplacamento,6584,True
1977-03-01,1977,3,MAR,Emplacamento,8671,True
1977-04-01,1977,4,ABR,Emplacamento,6818,True
1977-05-01,1977,5,MAI,Emplacamento,8927,True
1977-06-01,1977,6,JUN,Emplacamento,9039,True
1977-07-01,1977,7,JUL,Emplacamento,7717,True
1977-08-01,1977,8,AGO,Emplacamento,7950,True
1977-09-01,1977,9,SET,Emplacamento,7829,True
1977-10-01,1977,10,OUT,Emplacamento,7235,True
1977-11-01,1977,11,NOV,Emplacamento,6537,True
1977-12-01,1977,12,DEZ,Emplacamento,6592,True
1978-01-01,1978,1,JAN,Emplacamento,6040,True
1978-02-01,1978,2,FEV,Emplacamento,4880,True
1978-03-01,1978,3,MAR,Emplacamento,7664,True
1978-04-01,1978,4,ABR,Emplacamento,6251,True
1978-05-01,1978,5,MAI,Emplacamento,6289,True
1978-06-01,1978,6,JUN,Emplacamento,7509,True
1978-07-01,1978,7,JUL,Emplacamento,6235,True
1978-08-01,1978,8,AGO,Emplacamento,7349,True
1978-09-01,1978,9,SET,Emplacamento,7584,True
1978-10-01,1978,10,OUT,Emplacamento,6061,True
1978-11-01,1978,11,NOV,Emplacamento,5853,True
1978-12-01,1978,12,DEZ,Emplacamento,7176,True
1979-01-01,1979,1,JAN,Emplacamento,5794,True
1979-02-01,1979,2,FEV,Emplacamento,5547,True
1979-03-01,1979,3,MAR,Emplacamento,6017,True
1979-04-01,1979,4,ABR,Emplacamento,6194,True
1979-05-01,1979,5,MAI,Emplacamento,6437,True
1979-06-01,1979,6,JUN,Emplacamento,6691,True
1979-07-01,1979,7,JUL,Emplacamento,6557,True
1979-08-01,1979,8,AGO,Emplacamento,8131,True
1979-09-01,1979,9,SET,Emplacamento,6275,True
1979-10-01,1979,10,OUT,Emplacamento,7646,True
1979-11-01,1979,11,NOV,Emplacamento,6537,True
1979-12-01,1979,12,DEZ,Emplacamento,6880,True
1980-01-01,1980,1,JAN,Emplacamento,6696,True
1980-02-01,1980,2,FEV,Emplacamento,6840,True
1980-03-01,1980,3,MAR,Emplacamento,7130,True
1980-04-01,1980,4,ABR,Emplacamento,2799,True
1980-05-01,1980,5,MAI,Emplacamento,4389,True
1980-06-01,1980,6,JUN,Emplacamento,6981,True
1980-07-01,1980,7,JUL,Emplacamento,7631,True
1980-08-01,1980,8,AGO,Emplacamento,8102,True
1980-09-01,1980,9,SET,Emplacamento,7661,True
1980-10-01,1980,10,OUT,Emplacamento,8871,True
1980-11-01,1980,11,NOV,Emplacamento,8099,True
1980-12-01,1980,12,DEZ,Emplacamento,6734,True
1981-01-01,1981,1,JAN,Emplacamento,7448,True
1981-02-01,1981,2,FEV,Emplacamento,7395,True
1981-03-01,1981,3,MAR,Emplacamento,6762,True
1981-04-01,1981,4,ABR,Emplacamento,6451,True
1981-05-01,1981,5,MAI,Emplacamento,5097,True
1981-06-01,1981,6,JUN,Emplacamento,4733,True
1981-07-01,1981,7,JUL,Emplacamento,3258,True
1981-08-01,1981,8,AGO,Emplacamento,4195,True
1981-09-01,1981,9,SET,Emplacamento,2994,True
1981-10-01,1981,10,OUT,Emplacamento,2481,True
1981-11-01,1981,11,NOV,Emplacamento,2777,True
1981-12-01,1981,12,DEZ,Emplacamento,2347,True
1982-01-01,1982,1,JAN,Emplacamento,3116,True
1982-02-01,1982,2,FEV,Emplacamento,3419,True
1982-03-01,1982,3,MAR,Emplacamento,4112,True
1982-04-01,1982,4,ABR,Emplacamento,4422,True
1982-05-01,1982,5,MAI,Emplacamento,4157,True
1982-06-01,1982,6,JUN,Emplacamento,4425,True
1982-07-01,1982,7,JUL,Emplacamento,4027,True
1982-08-01,1982,8,AGO,Emplacamento,3590,True
1982-09-01,1982,9,SET,Emplacamento,3389,True
1982-10-01,1982,10,OUT,Emplacamento,2700,True
1982-11-01,1982,11,NOV,Emplacamento,2039,True
1982-12-01,1982,12,DEZ,Emplacamento,1861,True
1983-01-01,1983,1,JAN,Emplacamento,2456,True
1983-02-01,1983,2,FEV,Emplacamento,2905,True
1983-03-01,1983,3,MAR,Emplacamento,2986,True
1983-04-01,1983,4,ABR,Emplacamento,2670,True
1983-05-01,1983,5,MAI,Emplacamento,2944,True
1983-06-01,1983,6,JUN,Emplacamento,2961,True
1983-07-01,1983,7,JUL,Emplacamento,2595,True
1983-08-01,1983,8,AGO,Emplacamento,3121,True
1983-09-01,1983,9,SET,Emplacamento,3023,True
1983-10-01,1983,10,OUT,Emplacamento,3296,True
1983-11-01,1983,11,NOV,Emplacamento,2707,True
1983-12-01,1983,12,DEZ,Emplacamento,2909,True
1984-01-01,1984,1,JAN,Emplacamento,2944,True
1984-02-01,1984,2,FEV,Emplacamento,3338,True
1984-03-01,1984,3,MAR,Emplacamento,3499,True
1984-04-01,1984,4,ABR,Emplacamento,3735,True
1984-05-01,1984,5,MAI,Emplacamento,4156,True
1984-06-01,1984,6,JUN,Emplacamento,3821,True
1984-07-01,1984,7,JUL,Emplacamento,3131,True
1984-08-01,1984,8,AGO,Emplacamento,3508,True
1984-09-01,1984,9,SET,Emplacamento,3511,True
1984-10-01,1984,10,OUT,Emplacamento,4076,True
1984-11-01,1984,11,NOV,Emplacamento,3619,True
1984-12-01,1984,12,DEZ,Emplacamento,3546,True
1985-01-01,1985,1,JAN,Emplacamento,4045,True
1985-02-01,1985,2,FEV,Emplacamento,3456,True
1985-03-01,1985,3,MAR,Emplacamento,4125,True
1985-04-01,1985,4,ABR,Emplacamento,2283,True
1985-05-01,1985,5,MAI,Emplacamento,2838,True
1985-06-01,1985,6,JUN,Emplacamento,3773,True
1985-07-01,1985,7,JUL,Emplacamento,6459,True
1985-08-01,1985,8,AGO,Emplacamento,5736,True
1985-09-01,1985,9,SET,Emplacamento,5572,True
1985-10-01,1985,10,OUT,Emplacamento,6629,True
1985-11-01,1985,11,NOV,Emplacamento,5756,True
1985-12-01,1985,12,DEZ,Emplacamento,4992,True
1986-01-01,1986,1,JAN,Emplacamento,5170,True
1986-02-01,1986,2,FEV,Emplacamento,5443,True
1986-03-01,1986,3,MAR,Emplacamento,6705,True
1986-04-01,1986,4,ABR,Emplacamento,7010,True
1986-05-01,1986,5,MAI,Emplacamento,6373,True
1986-06-01,1986,6,JUN,Emplacamento,5706,True
1986-07-01,1986,7,JUL,Emplacamento,6841,True
1986-08-01,1986,8,AGO,Emplacamento,6113,True
1986-09-01,1986,9,SET,Emplacamento,6666,True
1986-10-01,1986,10,OUT,Emplacamento,6764,True
1986-11-01,1986,11,NOV,Emplacamento,3129,True
1986-12-01,1986,12,DEZ,Emplacamento,5933,True
1987-01-01,1987,1,JAN,Emplacamento,3777,True
1987-02-01,1987,2,FEV,Emplacamento,4609,True
1987-03-01,1987,3,MAR,Emplacamento,3915,True
1987-04-01,1987,4,ABR,Emplacamento,5700,True
1987-05-01,1987,5,MAI,Emplacamento,4965,True
1987-06-01,1987,6,JUN,Emplacamento,3499,True
1987-07-01,1987,7,JUL,Emplacamento,5563,True
1987-08-01,1987,8,AGO,Emplacamento,4791,True
1987-09-01,1987,9,SET,Emplacamento,4584,True
1987-10-01,1987,10,OUT,Emplacamento,5607,True
1987-11-01,1987,11,NOV,Emplacamento,4662,True
1987-12-01,1987,12,DEZ,Emplacamento,4713,True
1988-01-01,1988,1,JAN,Emplacamento,3661,True
1988-02-01,1988,2,FEV,Emplacamento,4639,True
1988-03-01,1988,3,MAR,Emplacamento,5376,True
1988-04-01,1988,4,ABR,Emplacamento,4671,True
1988-05-01,1988,5,MAI,Emplacamento,4738,True
1988-06-01,1988,6,JUN,Emplacamento,5033,True
1988-07-01,1988,7,JUL,Emplacamento,4896,True
1988-08-01,1988,8,AGO,Emplacamento,5445,True
1988-09-01,1988,9,SET,Emplacamento,4010,True
1988-10-01,1988,10,OUT,Emplacamento,4423,True
1988-11-01,1988,11,NOV,Emplacamento,4179,True
1988-12-01,1988,12,DEZ,Emplacamento,3841,True
1989-01-01,1989,1,JAN,Emplacamento,2693,True
1989-02-01,1989,2,FEV,Emplacamento,3207,True
1989-03-01,1989,3,MAR,Emplacamento,4359,True
1989-04-01,1989,4,ABR,Emplacamento,2777,True
1989-05-01,1989,5,MAI,Emplacamento,3038,True
1989-06-01,1989,6,JUN,Emplacamento,4128,True
1989-07-01,1989,7,JUL,Emplacamento,4689,True
1989-08-01,1989,8,AGO,Emplacamento,5222,True
1989-09-01,1989,9,SET,Emplacamento,4984,True
1989-10-01,1989,10,OUT,Emplacamento,4514,True
1989-11-01,1989,11,NOV,Emplacamento,4086,True
1989-12-01,1989,12,DEZ,Emplacamento,4481,True
1990-01-01,1990,1,JAN,Emplacamento,3554,True
1990-02-01,1990,2,FEV,Emplacamento,4567,True
1990-03-01,1990,3,MAR,Emplacamento,2157,True
1990-04-01,1990,4,ABR,Emplacamento,2808,True
1990-05-01,1990,5,MAI,Emplacamento,3689,True
1990-06-01,1990,6,JUN,Emplacamento,2349,True
1990-07-01,1990,7,JUL,Emplacamento,2292,True
1990-08-01,1990,8,AGO,Emplacamento,3795,True
1990-09-01,1990,9,SET,Emplacamento,4465,True
1990-10-01,1990,10,OUT,Emplacamento,4076,True
1990-11-01,1990,11,NOV,Emplacamento,3753,True
1990-12-01,1990,12,DEZ,Emplacamento,3808,True
1991-01-01,1991,1,JAN,Emplacamento,3109,True
1991-02-01,1991,2,FEV,Emplacamento,2942,True
1991-03-01,1991,3,MAR,Emplacamento,3381,True
1991-04-01,1991,4,ABR,Emplacamento,3890,True
1991-05-01,1991,5,MAI,Emplacamento,3008,True
1991-06-01,1991,6,JUN,Emplacamento,4293,True
1991-07-01,1991,7,JUL,Emplacamento,4158,True
1991-08-01,1991,8,AGO,Emplacamento,4517,True
1991-09-01,1991,9,SET,Emplacamento,4169,True
1991-10-01,1991,10,OUT,Emplacamento,4344,True
1991-11-01,1991,11,NOV,Emplacamento,2141,True
1991-12-01,1991,12,DEZ,Emplacamento,1512,True
1992-01-01,1992,1,JAN,Emplacamento,1811,True
1992-02-01,1992,2,FEV,Emplacamento,1203,True
1992-03-01,1992,3,MAR,Emplacamento,1844,True
1992-04-01,1992,4,ABR,Emplacamento,2854,True
1992-05-01,1992,5,MAI,Emplacamento,2182,True
1992-06-01,1992,6,JUN,Emplacamento,2408,True
1992-07-01,1992,7,JUL,Emplacamento,2783,True
1992-08-01,1992,8,AGO,Emplacamento,2158,True
1992-09-01,1992,9,SET,Emplacamento,2298,True
1992-10-01,1992,10,OUT,Emplacamento,2300,True
1992-11-01,1992,11,NOV,Emplacamento,2225,True
1992-12-01,1992,12,DEZ,Emplacamento,1593,True
1993-01-01,1993,1,JAN,Emplacamento,1908,True
1993-02-01,1993,2,FEV,Emplacamento,2236,True
1993-03-01,1993,3,MAR,Emplacamento,3367,True
1993-04-01,1993,4,ABR,Emplacamento,3008,True
1993-05-01,1993,5,MAI,Emplacamento,3365,True
1993-06-01,1993,6,JUN,Emplacamento,3348,True
1993-07-01,1993,7,JUL,Emplacamento,3251,True
1993-08-01,1993,8,AGO,Emplacamento,3660,True
1993-09-01,1993,9,SET,Emplacamento,4107,True
1993-10-01,1993,10,OUT,Emplacamento,4008,True
1993-11-01,1993,11,NOV,Emplacamento,3025,True
1993-12-01,1993,12,DEZ,Emplacamento,3100,True
1994-01-01,1994,1,JAN,Emplacamento,2920,True
1994-02-01,1994,2,FEV,Emplacamento,2853,True
1994-03-01,1994,3,MAR,Emplacamento,3925,True
1994-04-01,1994,4,ABR,Emplacamento,3295,True
1994-05-01,1994,5,MAI,Emplacamento,4201,True
1994-06-01,1994,6,JUN,Emplacamento,4136,True
1994-07-01,1994,7,JUL,Emplacamento,4832,True
1994-08-01,1994,8,AGO,Emplacamento,6368,True
1994-09-01,1994,9,SET,Emplacamento,4226,True
1994-10-01,1994,10,OUT,Emplacamento,5156,True
1994-11-01,1994,11,NOV,Emplacamento,5560,True
1994-12-01,1994,12,DEZ,Emplacamento,4877,True
1995-01-01,1995,1,JAN,Emplacamento,4497,True
1995-02-01,1995,2,FEV,Emplacamento,5179,True
1995-03-01,1995,3,MAR,Emplacamento,6745,True
1995-04-01,1995,4,ABR,Emplacamento,5496,True
1995-05-01,1995,5,MAI,Emplacamento,6088,True
1995-06-01,1995,6,JUN,Emplacamento,5977,True
1995-07-01,1995,7,JUL,Emplacamento,4543,True
1995-08-01,1995,8,AGO,Emplacamento,4948,True
1995-09-01,1995,9,SET,Emplacamento,4272,True
1995-10-01,1995,10,OUT,Emplacamento,4198,True
1995-11-01,1995,11,NOV,Emplacamento,3292,True
1995-12-01,1995,12,DEZ,Emplacamento,3499,True
1996-01-01,1996,1,JAN,Emplacamento,2848,True
1996-02-01,1996,2,FEV,Emplacamento,3553,True
1996-03-01,1996,3,MAR,Emplacamento,2953,True
1996-04-01,1996,4,ABR,Emplacamento,4168,True
1996-05-01,1996,5,MAI,Emplacamento,3561,True
1996-06-01,1996,6,JUN,Emplacamento,2918,True
1996-07-01,1996,7,JUL,Emplacamento,3541,True
1996-08-01,1996,8,AGO,Emplacamento,4050,True
1996-09-01,1996,9,SET,Emplacamento,3552,True
1996-10-01,1996,10,OUT,Emplacamento,3964,True
1996-11-01,1996,11,NOV,Emplacamento,3582,True
1996-12-01,1996,12,DEZ,Emplacamento,3444,True
1997-01-01,1997,1,JAN,Emplacamento,3768,True
1997-02-01,1997,2,FEV,Emplacamento,4151,True
1997-03-01,1997,3,MAR,Emplacamento,4622,True
1997-04-01,1997,4,ABR,Emplacamento,4781,True
1997-05-01,1997,5,MAI,Emplacamento,4269,True
1997-06-01,1997,6,JUN,Emplacamento,4884,True
1997-07-01,1997,7,JUL,Emplacamento,5564,True
1997-08-01,1997,8,AGO,Emplacamento,5176,True
1997-09-01,1997,9,SET,Emplacamento,5490,True
1997-10-01,1997,10,OUT,Emplacamento,5838,True
1997-11-01,1997,11,NOV,Emplacamento,3736,True
1997-12-01,1997,12,DEZ,Emplacamento,2652,True
1998-01-01,1998,1,JAN,Emplacamento,3842,True
1998-02-01,1998,2,FEV,Emplacamento,3529,True
1998-03-01,1998,3,MAR,Emplacamento,5414,True
1998-04-01,1998,4,ABR,Emplacamento,4850,True
1998-05-01,1998,5,MAI,Emplacamento,5132,True
1998-06-01,1998,6,JUN,Emplacamento,5183,True
