Data,Ano,Mes,MesNome,Metrica,Valor,AnoCompleto
2022-02-01,2022,2,FEV,Producao,11389,True
2022-03-01,2022,3,MAR,Producao,13531,True
2022-04-01,2022,4,ABR,Producao,10072,True
2022-05-01,2022,5,MAI,Producao,13947,True
2022-06-01,2022,6,JUN,Producao,13370,True
2022-07-01,2022,7,JUL,Producao,12724,True
2022-08-01,2022,8,AGO,Producao,17223,True
2022-09-01,2022,9,SET,Producao,14956,True
2022-10-01,2022,10,OUT,Producao,15582,True
2022-11-01,2022,11,NOV,Producao,15121,True
2022-12-01,2022,12,DEZ,Producao,14614,True
2023-01-01,2023,1,JAN,Producao,4049,True
2023-02-01,2023,2,FEV,Producao,8123,True
2023-03-01,2023,3,MAR,Producao,12325,True
2023-04-01,2023,4,ABR,Producao,7255,True
2023-05-01,2023,5,MAI,Producao,8392,True
2023-06-01,2023,6,JUN,Producao,7029,True
2023-07-01,2023,7,JUL,Producao,6749,True
2023-08-01,2023,8,AGO,Producao,9623,True
2023-09-01,2023,9,SET,Producao,8220,True
2023-10-01,2023,10,OUT,Producao,10478,True
2023-11-01,2023,11,NOV,Producao,10030,True
2023-12-01,2023,12,DEZ,Producao,8262,True
2024-01-01,2024,1,JAN,Producao,7941,True
2024-02-01,2024,2,FEV,Producao,10162,True
2024-03-01,2024,3,MAR,Producao,11224,True
2024-04-01,2024,4,ABR,Producao,11656,True
2024-05-01,2024,5,MAI,Producao,11172,True
2024-06-01,2024,6,JUN,Producao,12236,True
2024-07-01,2024,7,JUL,Producao,11909,True
2024-08-01,2024,8,AGO,Producao,13101,True
2024-09-01,2024,9,SET,Producao,13210,True
2024-10-01,2024,10,OUT,Producao,14792,True
2024-11-01,2024,11,NOV,Producao,13170,True
2024-12-01,2024,12,DEZ,Producao,10679,True
2025-01-01,2025,1,JAN,Producao,8041,True
2025-02-01,2025,2,FEV,Producao,11970,True
2025-03-01,2025,3,MAR,Producao,11720,True
2025-04-01,2025,4,ABR,Producao,11020,True
2025-05-01,2025,5,MAI,Producao,12327,True
2025-06-01,2025,6,JUN,Producao,11293,True
2025-07-01,2025,7,JUL,Producao,12058,True
2025-08-01,2025,8,AGO,Producao,10096,True
2025-09-01,2025,9,SET,Producao,10107,True
2025-10-01,2025,10,OUT,Producao,10160,True
2025-11-01,2025,11,NOV,Producao,9601,True
2025-12-01,2025,12,DEZ,Producao,5723,True
2026-01-01,2026,1,JAN,Producao,6813,False
2026-02-01,2026,2,FEV,Producao,7797,False
2026-03-01,2026,3,MAR,Producao,11133,False
2026-04-01,2026,4,ABR,Producao,9673,False
2026-05-01,2026,5,MAI,Producao,10488,False
2026-06-01,2026,6,JUN,Producao,10894,False
2026-07-01,2026,7,JUL,Producao,12109,False
2026-08-01,2026,8,AGO,Producao,11773,False
